sets,artist,venue,month,day,year,tour,song_num,album,city
Worship You,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,40,Modern Vampires of the City,Washington
Ya Hey,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,41,Modern Vampires of the City,Washington
Cousins,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,1,Contra,Philadelphia
Campus,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,2,Vampire Weekend,Philadelphia
Bryn,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,3,Vampire Weekend,Philadelphia
Ice Cream Piano,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,4,Only God Was Above Us,Philadelphia
Classical,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,5,Only God Was Above Us,Philadelphia
Connect,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,6,Only God Was Above Us,Philadelphia
Unbelievers,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,7,Modern Vampires of the City,Philadelphia
Step,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,8,Modern Vampires of the City,Philadelphia
This Life,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,9,Father of the Bride,Philadelphia
Sunflower,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,10,Father of the Bride,Philadelphia
M79,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,11,Vampire Weekend,Philadelphia
Pravda,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,12,Only God Was Above Us,Philadelphia
Bambina,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,13,Father of the Bride,Philadelphia
Ottoman,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,14,Other,Philadelphia
Capricorn,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,15,Only God Was Above Us,Philadelphia
Gen-X Cops,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,16,Only God Was Above Us,Philadelphia
Diane Young,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,17,Modern Vampires of the City,Philadelphia
A-Punk,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,18,Vampire Weekend,Philadelphia
Cocaine Cowboys,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,19,Other,Philadelphia
Mary Boone,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,20,Only God Was Above Us,Philadelphia
Harmony Hall,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,21,Father of the Bride,Philadelphia
Hope,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,22,Only God Was Above Us,Philadelphia
Walcott,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,39,Vampire Weekend,Philadelphia
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,40,Other,Philadelphia
Cape Cod Kwassa Kwassa,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,1,Vampire Weekend,Boston
Holiday,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,2,Contra,Boston
I Stand Corrected,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,3,Vampire Weekend,Boston
Ice Cream Piano,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,4,Only God Was Above Us,Boston
Classical,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,5,Only God Was Above Us,Boston
Connect,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,6,Only God Was Above Us,Boston
White Sky,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,7,Contra,Boston
Unbelievers,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,8,Modern Vampires of the City,Boston
This Life,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,9,Father of the Bride,Boston
Sunflower,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,10,Father of the Bride,Boston
Sympathy,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,11,Father of the Bride,Boston
New Dorp. New York,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,12,Other,Boston
Pravda,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,13,Only God Was Above Us,Boston
Run,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,14,Contra,Boston
Campus,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,15,Vampire Weekend,Boston
Oxford Comma,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,16,Vampire Weekend,Boston
Capricorn,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,17,Only God Was Above Us,Boston
Gen-X Cops,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,18,Only God Was Above Us,Boston
Diane Young,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,19,Modern Vampires of the City,Boston
Cousins,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,20,Contra,Boston
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,21,Vampire Weekend,Boston
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,22,Vampire Weekend,Boston
Mary Boone,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,23,Only God Was Above Us,Boston
Hannah Hunt,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,24,Modern Vampires of the City,Boston
Harmony Hall,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,25,Father of the Bride,Boston
Hope,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,26,Only God Was Above Us,Boston
Walcott,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,39,Vampire Weekend,Boston
Campus,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,1,Vampire Weekend,Laval
Boston (Ladies of Cambridge),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,2,Other,Laval
One (Blake's Got a New Face),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,3,Vampire Weekend,Laval
Ice Cream Piano,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,4,Only God Was Above Us,Laval
Classical,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,5,Only God Was Above Us,Laval
Connect,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,6,Only God Was Above Us,Laval
White Sky,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,7,Contra,Laval
Step,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,8,Modern Vampires of the City,Laval
This Life,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,9,Father of the Bride,Laval
Sympathy,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,10,Father of the Bride,Laval
New Dorp. New York,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,11,Other,Laval
The Surfer,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,12,Only God Was Above Us,Laval
Unbearably White,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,13,Father of the Bride,Laval
Oxford Comma,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,14,Vampire Weekend,Laval
Capricorn,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,15,Only God Was Above Us,Laval
Gen-X Cops,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,16,Only God Was Above Us,Laval
Diane Young,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,17,Modern Vampires of the City,Laval
Cousins,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,18,Contra,Laval
A-Punk,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,19,Vampire Weekend,Laval
Prep-School Gangsters,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,20,Only God Was Above Us,Laval
Mary Boone,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,21,Only God Was Above Us,Laval
Obvious Bicycle,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,22,Modern Vampires of the City,Laval
Harmony Hall,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,23,Father of the Bride,Laval
Hope,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,24,Only God Was Above Us,Laval
Dangerous Night (The Night Is a Knife),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,31,Other,Laval
Walcott,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,37,Vampire Weekend,Laval
Hold You Now,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,1,Father of the Bride,Toronto
Holiday,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,2,Contra,Toronto
Bryn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,3,Vampire Weekend,Toronto
Ice Cream Piano,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,4,Only God Was Above Us,Toronto
Classical,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,5,Only God Was Above Us,Toronto
Connect,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,6,Only God Was Above Us,Toronto
Unbelievers,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,7,Modern Vampires of the City,Toronto
Cape Cod Kwassa Kwassa,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,8,Vampire Weekend,Toronto
This Life,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,9,Father of the Bride,Toronto
Sunflower,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,10,Father of the Bride,Toronto
Sympathy,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,11,Father of the Bride,Toronto
Pravda,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,12,Only God Was Above Us,Toronto
Ottoman,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,13,Other,Toronto
Giving Up the Gun,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,14,Contra,Toronto
Campus,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,15,Vampire Weekend,Toronto
Capricorn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,16,Only God Was Above Us,Toronto
Gen-X Cops,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,17,Only God Was Above Us,Toronto
Diane Young,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,18,Modern Vampires of the City,Toronto
Cousins,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,19,Contra,Toronto
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,20,Vampire Weekend,Toronto
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,21,Vampire Weekend,Toronto
Prep-School Gangsters,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,22,Only God Was Above Us,Toronto
Mary Boone,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,23,Only God Was Above Us,Toronto
Harmony Hall,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,24,Father of the Bride,Toronto
Hope,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,25,Only God Was Above Us,Toronto
Walcott,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,38,Vampire Weekend,Toronto
Oxford Comma,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,1,Vampire Weekend,Rochester Hills
Cape Cod Kwassa Kwassa,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,2,Vampire Weekend,Rochester Hills
Boston (Ladies of Cambridge),Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,3,Other,Rochester Hills
Ice Cream Piano,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,4,Only God Was Above Us,Rochester Hills
Classical,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,5,Only God Was Above Us,Rochester Hills
Connect,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,6,Only God Was Above Us,Rochester Hills
White Sky,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,7,Contra,Rochester Hills
Unbelievers,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,8,Modern Vampires of the City,Rochester Hills
This Life,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,9,Father of the Bride,Rochester Hills
Sunflower,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,10,Father of the Bride,Rochester Hills
Sympathy,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,11,Father of the Bride,Rochester Hills
The Surfer,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,12,Only God Was Above Us,Rochester Hills
Horchata,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,13,Contra,Rochester Hills
Capricorn,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,14,Only God Was Above Us,Rochester Hills
Gen-X Cops,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,15,Only God Was Above Us,Rochester Hills
Diane Young,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,16,Modern Vampires of the City,Rochester Hills
Cousins,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,17,Contra,Rochester Hills
A-Punk,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,18,Vampire Weekend,Rochester Hills
Prep-School Gangsters,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,19,Only God Was Above Us,Rochester Hills
Mary Boone,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,20,Only God Was Above Us,Rochester Hills
Harmony Hall,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,21,Father of the Bride,Rochester Hills
Hope,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,22,Only God Was Above Us,Rochester Hills
Walcott,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,31,Vampire Weekend,Rochester Hills
Holiday,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,Contra,Indianapolis
Cape Cod Kwassa Kwassa,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,2,Vampire Weekend,Indianapolis
I Stand Corrected,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,3,Vampire Weekend,Indianapolis
Ice Cream Piano,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,4,Only God Was Above Us,Indianapolis
Classical,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,5,Only God Was Above Us,Indianapolis
Connect,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,6,Only God Was Above Us,Indianapolis
White Sky,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,7,Contra,Indianapolis
Step,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,8,Modern Vampires of the City,Indianapolis
This Life,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,9,Father of the Bride,Indianapolis
Sunflower,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,10,Father of the Bride,Indianapolis
Bambina,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,11,Father of the Bride,Indianapolis
The Kids Don't Stand a Chance,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,12,Vampire Weekend,Indianapolis
Pravda,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,13,Only God Was Above Us,Indianapolis
