sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city
Diane Young,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,14,27,Modern Vampires of the City,Portsmouth
Cousins,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,15,19,Contra,Portsmouth
A-Punk,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,16,3,Vampire Weekend,Portsmouth
Oxford Comma,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,17,2,Vampire Weekend,Portsmouth
Mary Boone,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,18,41,Only God Was Above Us,Portsmouth
Harmony Hall,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,19,55,Father of the Bride,Portsmouth
Walcott,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,1,25,10,Vampire Weekend,Portsmouth
Ice Cream Piano,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,1,40,Only God Was Above Us,Saint-Cloud
Classical,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,2,37,Only God Was Above Us,Saint-Cloud
Connect,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,3,38,Only God Was Above Us,Saint-Cloud
White Sky,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,4,14,Contra,Saint-Cloud
Cape Cod Kwassa Kwassa,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,5,4,Vampire Weekend,Saint-Cloud
This Life,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,6,57,Father of the Bride,Saint-Cloud
Sympathy,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,7,64,Father of the Bride,Saint-Cloud
Gen-X Cops,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,8,39,Only God Was Above Us,Saint-Cloud
Diane Young,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,9,27,Modern Vampires of the City,Saint-Cloud
Cousins,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,10,19,Contra,Saint-Cloud
A-Punk,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,11,3,Vampire Weekend,Saint-Cloud
Oxford Comma,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,12,2,Vampire Weekend,Saint-Cloud
Harmony Hall,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,13,55,Father of the Bride,Saint-Cloud
Walcott,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,1,14,10,Vampire Weekend,Saint-Cloud
Ice Cream Piano,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,1,40,Only God Was Above Us,Charleville-Mézières
Classical,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,2,37,Only God Was Above Us,Charleville-Mézières
Unbelievers,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,3,25,Modern Vampires of the City,Charleville-Mézières
Cape Cod Kwassa Kwassa,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,4,4,Vampire Weekend,Charleville-Mézières
This Life,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,5,57,Father of the Bride,Charleville-Mézières
Sympathy,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,6,64,Father of the Bride,Charleville-Mézières
Capricorn,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,7,36,Only God Was Above Us,Charleville-Mézières
Diane Young,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,8,27,Modern Vampires of the City,Charleville-Mézières
Cousins,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,9,19,Contra,Charleville-Mézières
A-Punk,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,10,3,Vampire Weekend,Charleville-Mézières
Campus,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,11,6,Vampire Weekend,Charleville-Mézières
Oxford Comma,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,12,2,Vampire Weekend,Charleville-Mézières
Harmony Hall,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,13,55,Father of the Bride,Charleville-Mézières
Walcott,Vampire Weekend,"Square Bayard, Charleville-Mézières, France",Aug,17,2025,Only God Was Above Us,1,14,10,Vampire Weekend,Charleville-Mézières
Ice Cream Piano,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,1,40,Only God Was Above Us,Biddinghuizen
Classical,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,2,37,Only God Was Above Us,Biddinghuizen
White Sky,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,3,14,Contra,Biddinghuizen
Cape Cod Kwassa Kwassa,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,4,4,Vampire Weekend,Biddinghuizen
This Life,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,5,57,Father of the Bride,Biddinghuizen
Sympathy,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,6,64,Father of the Bride,Biddinghuizen
Capricorn,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,7,36,Only God Was Above Us,Biddinghuizen
Diane Young,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,8,27,Modern Vampires of the City,Biddinghuizen
Cousins,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,9,19,Contra,Biddinghuizen
A-Punk,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,10,3,Vampire Weekend,Biddinghuizen
Campus,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,11,6,Vampire Weekend,Biddinghuizen
Oxford Comma,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,12,2,Vampire Weekend,Biddinghuizen
Harmony Hall,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,13,55,Father of the Bride,Biddinghuizen
Walcott,Vampire Weekend,"Evenemententerrein Walibi Holland, Biddinghuizen, Netherlands",Aug,16,2025,Only God Was Above Us,1,14,10,Vampire Weekend,Biddinghuizen
Ice Cream Piano,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,1,40,Only God Was Above Us,Hasselt
Classical,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,2,37,Only God Was Above Us,Hasselt
Unbelievers,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,3,25,Modern Vampires of the City,Hasselt
Step,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,4,26,Modern Vampires of the City,Hasselt
This Life,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,5,57,Father of the Bride,Hasselt
Sympathy,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,6,64,Father of the Bride,Hasselt
Capricorn,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,7,36,Only God Was Above Us,Hasselt
Diane Young,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,8,27,Modern Vampires of the City,Hasselt
Cousins,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,9,19,Contra,Hasselt
A-Punk,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,10,3,Vampire Weekend,Hasselt
Campus,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,11,6,Vampire Weekend,Hasselt
Oxford Comma,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,12,2,Vampire Weekend,Hasselt
Harmony Hall,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,13,55,Father of the Bride,Hasselt
Walcott,Vampire Weekend,"Domein Kiewit, Hasselt, Belgium",Aug,15,2025,Only God Was Above Us,1,14,10,Vampire Weekend,Hasselt
Mansard Roof,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,1,1,Vampire Weekend,Paredes de Coura
Holiday,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,2,15,Contra,Paredes de Coura
Ice Cream Piano,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,3,40,Only God Was Above Us,Paredes de Coura
Classical,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,4,37,Only God Was Above Us,Paredes de Coura
Connect,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,5,38,Only God Was Above Us,Paredes de Coura
Unbelievers,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,6,25,Modern Vampires of the City,Paredes de Coura
Step,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,7,26,Modern Vampires of the City,Paredes de Coura
This Life,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,8,57,Father of the Bride,Paredes de Coura
Sympathy,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,9,64,Father of the Bride,Paredes de Coura
New Dorp. New York,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,10,53,Other,Paredes de Coura
Capricorn,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,11,36,Only God Was Above Us,Paredes de Coura
Gen-X Cops,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,12,39,Only God Was Above Us,Paredes de Coura
Diane Young,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,13,27,Modern Vampires of the City,Paredes de Coura
A-Punk,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,14,3,Vampire Weekend,Paredes de Coura
Oxford Comma,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,15,2,Vampire Weekend,Paredes de Coura
Mary Boone,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,16,41,Only God Was Above Us,Paredes de Coura
Harmony Hall,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,17,55,Father of the Bride,Paredes de Coura
Hope,Vampire Weekend,"Praia Fluvial do Taboão, Paredes de Coura, Portugal",Aug,13,2025,Only God Was Above Us,1,18,42,Only God Was Above Us,Paredes de Coura
White Sky,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,1,14,Contra,San Francisco
One (Blake's Got a New Face),Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,2,8,Vampire Weekend,San Francisco
Sunflower,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,3,65,Father of the Bride,San Francisco
Diplomat's Son,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,4,21,Contra,San Francisco
Stranger,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,5,69,Father of the Bride,San Francisco
Oxford Comma,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,6,2,Vampire Weekend,San Francisco
Run,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,7,18,Contra,San Francisco
Mansard Roof,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,9,1,Vampire Weekend,San Francisco
Holiday,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,10,15,Contra,San Francisco
Ice Cream Piano,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,11,40,Only God Was Above Us,San Francisco
Classical,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,12,37,Only God Was Above Us,San Francisco
Connect,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,13,38,Only God Was Above Us,San Francisco
Unbelievers,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,14,25,Modern Vampires of the City,San Francisco
This Life,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,15,57,Father of the Bride,San Francisco
Sympathy,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,16,64,Father of the Bride,San Francisco
Capricorn,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,17,36,Only God Was Above Us,San Francisco
Gen-X Cops,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,18,39,Only God Was Above Us,San Francisco
Diane Young,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,19,27,Modern Vampires of the City,San Francisco
Cousins,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,20,19,Contra,San Francisco
A-Punk,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,21,3,Vampire Weekend,San Francisco
Mary Boone,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,22,41,Only God Was Above Us,San Francisco
Harmony Hall,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,23,55,Father of the Bride,San Francisco
Walcott,Vampire Weekend,"Golden Gate Park, San Francisco, CA, USA",Aug,9,2025,Only God Was Above Us,1,30,10,Vampire Weekend,San Francisco
Mansard Roof,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,1,1,Vampire Weekend,Yuzawa
Holiday,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,2,15,Contra,Yuzawa
Ice Cream Piano,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,3,40,Only God Was Above Us,Yuzawa
Classical,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,4,37,Only God Was Above Us,Yuzawa
Connect,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,5,38,Only God Was Above Us,Yuzawa
Unbelievers,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,6,25,Modern Vampires of the City,Yuzawa
Step,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,7,26,Modern Vampires of the City,Yuzawa
This Life,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,8,57,Father of the Bride,Yuzawa
Sympathy,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,9,64,Father of the Bride,Yuzawa
New Dorp. New York,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,10,53,Other,Yuzawa
Capricorn,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,11,36,Only God Was Above Us,Yuzawa
Gen-X Cops,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,12,39,Only God Was Above Us,Yuzawa
Diane Young,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,13,27,Modern Vampires of the City,Yuzawa
A-Punk,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,14,3,Vampire Weekend,Yuzawa
Oxford Comma,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,15,2,Vampire Weekend,Yuzawa
Mary Boone,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,16,41,Only God Was Above Us,Yuzawa
Harmony Hall,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,17,55,Father of the Bride,Yuzawa
Hope,Vampire Weekend,"Naeba Ski-jou, Yuzawa, Japan",Jul,27,2025,Only God Was Above Us,1,18,42,Only God Was Above Us,Yuzawa
Hold You Now,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,1,54,Father of the Bride,Miami
Cape Cod Kwassa Kwassa,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,2,4,Vampire Weekend,Miami
One (Blake's Got a New Face),Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,3,8,Vampire Weekend,Miami
Ice Cream Piano,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,4,40,Only God Was Above Us,Miami
Classical,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,5,37,Only God Was Above Us,Miami
Connect,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,6,38,Only God Was Above Us,Miami
White Sky,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,7,14,Contra,Miami
Step,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,8,26,Modern Vampires of the City,Miami
This Life,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,9,57,Father of the Bride,Miami
Sunflower,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,10,65,Father of the Bride,Miami
Sympathy,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,11,64,Father of the Bride,Miami
Everlasting Arms,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,12,30,Modern Vampires of the City,Miami
The Surfer,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,13,45,Only God Was Above Us,Miami
Capricorn,Vampire Weekend,"FPL Solar Amphitheater at Bayfront Park, Miami, FL, USA",Jun,13,2025,Only God Was Above Us,0,14,36,Only God Was Above Us,Miami
